Event,Your earnings,Refunds & Expenses,Balance,Processed_Date,Year,Month,Weekday
Tips,3.0,0.0,3.0,2024-05-21,2024,May,Tuesday
UberX,6.77,1.48,8.25,2024-05-21,2024,May,Tuesday
UberX,9.52,2.02,11.54,2024-05-21,2024,May,Tuesday
UberX,20.96,4.88,25.84,2024-05-21,2024,May,Tuesday
Comfort,10.7,3.46,14.16,2024-05-21,2024,May,Tuesday
Tips,5.0,0.0,5.0,2024-05-21,2024,May,Tuesday
UberX,3.69,0.92,4.61,2024-05-21,2024,May,Tuesday
UberX,27.2,4.39,31.59,2024-05-21,2024,May,Tuesday
UberX,9.35,1.99,11.34,2024-05-21,2024,May,Tuesday
UberX,5.37,1.22,6.59,2024-05-21,2024,May,Tuesday
UberX,10.33,2.17,12.5,2024-05-21,2024,May,Tuesday
UberX,6.59,1.49,8.08,2024-05-21,2024,May,Tuesday
UberX Share,5.81,1.15,6.96,2024-05-22,2024,May,Wednesday
UberX,20.73,4.11,24.84,2024-05-22,2024,May,Wednesday
UberX Share,23.4,5.09,28.49,2024-05-22,2024,May,Wednesday
UberX,5.51,1.25,6.76,2024-05-22,2024,May,Wednesday
UberX,17.78,3.54,21.32,2024-05-22,2024,May,Wednesday
UberX,17.52,3.41,20.93,2024-05-22,2024,May,Wednesday
UberX,6.68,1.46,8.14,2024-05-22,2024,May,Wednesday
UberX,4.04,0.98,5.02,2024-05-22,2024,May,Wednesday
UberX Share,33.59,12.5,46.09,2024-05-22,2024,May,Wednesday
UberX,4.61,1.09,5.7,2024-05-22,2024,May,Wednesday
Tips,2.0,0.0,2.0,2024-05-22,2024,May,Wednesday
UberX,6.45,1.47,7.92,2024-05-22,2024,May,Wednesday
Tips,4.0,0.0,4.0,2024-05-02,2024,May,Thursday
UberX,6.91,1.55,8.46,2024-05-21,2024,May,Tuesday
UberX,4.56,1.08,5.64,2024-05-21,2024,May,Tuesday
UberX,4.83,1.13,5.96,2024-05-04,2024,May,Saturday
Tips,1.0,0.0,1.0,2024-05-04,2024,May,Saturday
Tips,3.0,0.0,3.0,2024-05-04,2024,May,Saturday
UberX,3.9,0.96,4.86,2024-05-05,2024,May,Sunday
UberX,3.34,0.86,4.2,2024-05-05,2024,May,Sunday
UberX,7.34,1.63,8.97,2024-05-05,2024,May,Sunday
UberX,11.7,2.42,14.12,2024-05-05,2024,May,Sunday
UberX,6.05,1.39,7.44,2024-05-05,2024,May,Sunday
UberX,6.64,1.5,8.14,2024-05-05,2024,May,Sunday
UberX,3.82,0.95,4.77,2024-05-05,2024,May,Sunday
UberX,17.33,3.44,20.77,2024-05-05,2024,May,Sunday
UberX,3.44,0.88,4.32,2024-05-21,2024,May,Tuesday
UberX,7.75,1.7,9.45,2024-05-05,2024,May,Sunday
UberX,6.15,1.37,7.52,2024-05-05,2024,May,Sunday
UberX,5.14,1.18,6.32,2024-05-05,2024,May,Sunday
Tips,3.0,0.0,3.0,2024-05-05,2024,May,Sunday
Comfort,6.38,1.84,8.22,2024-05-05,2024,May,Sunday
UberX,13.26,2.7,15.96,2024-05-05,2024,May,Sunday
Tips,4.27,0.0,4.27,2024-05-05,2024,May,Sunday
UberX,6.81,1.53,8.34,2024-05-05,2024,May,Sunday
UberX,14.96,3.01,17.97,2024-05-05,2024,May,Sunday
UberX,6.0,1.38,7.38,2024-05-05,2024,May,Sunday
UberX,16.9,3.42,20.32,2024-05-05,2024,May,Sunday
UberX,10.98,2.29,13.27,2024-05-21,2024,May,Tuesday
UberX,5.31,1.21,6.52,2024-05-05,2024,May,Sunday
Tips,1.0,0.0,1.0,2024-05-02,2024,May,Thursday
UberX,9.65,2.04,11.69,2024-05-01,2024,May,Wednesday
UberX,4.96,1.15,6.11,2024-05-02,2024,May,Thursday
UberX,6.11,1.4,7.51,2024-05-30,2024,May,Thursday
Tips,4.11,0.0,4.11,2024-05-30,2024,May,Thursday
UberX,11.13,2.31,13.44,2024-05-30,2024,May,Thursday
UberX,15.12,3.04,18.16,2024-05-30,2024,May,Thursday
UberX,15.69,3.14,18.83,2024-05-30,2024,May,Thursday
UberX,5.97,1.34,7.31,2024-05-30,2024,May,Thursday
Tips,8.46,0.0,8.46,2024-05-30,2024,May,Thursday
UberX,30.9,5.91,36.81,2024-05-30,2024,May,Thursday
UberX,6.4,1.41,7.81,2024-05-30,2024,May,Thursday
UberX,8.33,1.81,10.14,2024-05-30,2024,May,Thursday
UberX,7.06,1.53,8.59,2024-05-30,2024,May,Thursday
UberX,28.48,14.8,43.28,2024-05-30,2024,May,Thursday
UberX,7.16,1.6,8.76,2024-05-30,2024,May,Thursday
Tips,5.0,0.0,5.0,2024-05-30,2024,May,Thursday
UberX,4.39,1.05,5.44,2024-05-30,2024,May,Thursday
UberX,17.84,3.53,21.37,2024-05-29,2024,May,Wednesday
UberX,13.59,2.76,16.35,2024-05-29,2024,May,Wednesday
UberX,15.48,3.1,18.58,2024-05-29,2024,May,Wednesday
Tips,11.32,0.0,11.32,2024-05-29,2024,May,Wednesday
Tips,9.04,0.0,9.04,2024-05-29,2024,May,Wednesday
UberX,29.63,5.71,35.34,2024-05-10,2024,May,Friday
UberX,22.74,5.2,27.94,2024-05-29,2024,May,Wednesday
UberX,3.5,0.89,4.39,2024-05-29,2024,May,Wednesday
UberX,7.13,1.59,8.72,2024-05-30,2024,May,Thursday
UberX,6.25,1.38,7.63,2024-05-29,2024,May,Wednesday
UberX,8.83,1.9,10.73,2024-05-30,2024,May,Thursday
UberX,10.09,2.1,12.19,2024-05-30,2024,May,Thursday
UberX,6.57,1.49,8.06,2024-05-31,2024,May,Friday
UberX,5.84,1.35,7.19,2024-05-31,2024,May,Friday
UberX Share,5.79,1.08,6.87,2024-05-31,2024,May,Friday
UberX Share,4.3,0.78,5.08,2024-05-31,2024,May,Friday
UberX,14.23,2.85,17.08,2024-05-31,2024,May,Friday
UberX,8.99,1.9,10.89,2024-05-31,2024,May,Friday
UberX,13.57,4.22,17.79,2024-05-31,2024,May,Friday
UberX,41.76,7.92,49.68,2024-05-31,2024,May,Friday
UberX,4.59,1.08,5.67,2024-05-31,2024,May,Friday
UberX,3.74,0.93,4.67,2024-05-31,2024,May,Friday
UberX,5.4,1.23,6.63,2024-05-31,2024,May,Friday
Tips,5.0,0.0,5.0,2024-05-31,2024,May,Friday
UberX,6.07,1.35,7.42,2024-05-31,2024,May,Friday
UberX,5.58,1.26,6.84,2024-05-31,2024,May,Friday
UberX,7.01,1.52,8.53,2024-05-31,2024,May,Friday
UberX,8.19,1.78,9.97,2024-05-31,2024,May,Friday
Tips,3.0,0.0,3.0,2024-05-31,2024,May,Friday
UberX,6.39,1.45,7.84,2024-05-31,2024,May,Friday
UberX,19.83,3.89,23.72,2024-05-31,2024,May,Friday
UberX,9.64,2.04,11.68,2024-05-31,2024,May,Friday
UberX,8.74,1.88,10.62,2024-05-31,2024,May,Friday
UberX,9.09,1.94,11.03,2024-05-31,2024,May,Friday
UberX,16.83,3.33,20.16,2024-05-30,2024,May,Thursday
UberX,24.0,4.71,28.71,2024-05-30,2024,May,Thursday
UberX,13.38,2.72,16.1,2024-05-29,2024,May,Wednesday
UberX,14.31,2.89,17.2,2024-05-29,2024,May,Wednesday
Tips,1.0,0.0,1.0,2024-05-12,2024,May,Sunday
Comfort,7.65,2.08,9.73,2024-05-01,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-01,2024,May,Wednesday
UberX,17.48,3.46,20.94,2024-05-01,2024,May,Wednesday
UberX,6.16,1.41,7.57,2024-05-01,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-01,2024,May,Wednesday
UberX,10.07,2.12,12.19,2024-05-01,2024,May,Wednesday
UberX,19.56,3.84,23.4,2024-05-01,2024,May,Wednesday
UberX,8.45,1.83,10.28,2024-05-01,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-01,2024,May,Wednesday
UberX,3.48,0.88,4.36,2024-05-22,2024,May,Wednesday
Comfort,25.48,5.47,30.95,2024-05-01,2024,May,Wednesday
UberX,4.43,1.03,5.46,2024-05-01,2024,May,Wednesday
UberX,15.1,3.74,18.84,2024-05-01,2024,May,Wednesday
UberX,24.69,5.63,30.32,2024-05-01,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-01,2024,May,Wednesday
UberX,5.91,1.32,7.23,2024-05-01,2024,May,Wednesday
UberX,8.89,1.91,10.8,2024-05-01,2024,May,Wednesday
UberX,18.12,3.58,21.7,2024-05-01,2024,May,Wednesday
Tips,4.66,0.0,4.66,2024-05-01,2024,May,Wednesday
UberX,14.77,2.97,17.74,2024-05-01,2024,May,Wednesday
Tips,2.5,0.0,2.5,2024-05-01,2024,May,Wednesday
UberX,25.48,4.98,30.46,2024-05-02,2024,May,Thursday
UberX,6.02,1.34,7.36,2024-05-02,2024,May,Thursday
UberX,13.5,2.74,16.24,2024-05-01,2024,May,Wednesday
UberX,3.53,0.89,4.42,2024-05-10,2024,May,Friday
UberX,8.25,1.79,10.04,2024-05-10,2024,May,Friday
UberX,8.8,1.89,10.69,2024-05-10,2024,May,Friday
UberX,6.91,1.55,8.46,2024-05-12,2024,May,Sunday
UberX,6.65,1.5,8.15,2024-05-12,2024,May,Sunday
UberX,6.27,1.43,7.7,2024-05-12,2024,May,Sunday
UberX,8.28,1.8,10.08,2024-05-11,2024,May,Saturday
Tips,1.0,0.0,1.0,2024-05-11,2024,May,Saturday
Tips,1.0,0.0,1.0,2024-05-11,2024,May,Saturday
UberX Share,18.31,5.41,23.72,2024-05-11,2024,May,Saturday
Tips,3.0,0.0,3.0,2024-05-11,2024,May,Saturday
UberX,5.67,1.28,6.95,2024-05-11,2024,May,Saturday
UberX,6.03,1.39,7.42,2024-05-11,2024,May,Saturday
UberX,7.86,1.72,9.58,2024-05-11,2024,May,Saturday
UberX,5.26,1.21,6.47,2024-05-02,2024,May,Thursday
UberX,3.99,0.98,4.97,2024-05-11,2024,May,Saturday
UberX,3.43,0.87,4.3,2024-05-11,2024,May,Saturday
UberX,7.13,1.59,8.72,2024-05-11,2024,May,Saturday
UberX,21.7,4.29,25.99,2024-05-11,2024,May,Saturday
UberX,15.91,3.17,19.08,2024-05-11,2024,May,Saturday
UberX,7.91,1.72,9.63,2024-05-11,2024,May,Saturday
Tips,3.22,0.0,3.22,2024-05-11,2024,May,Saturday
UberX,3.11,0.77,3.88,2024-05-11,2024,May,Saturday
UberX,4.35,0.99,5.34,2024-05-11,2024,May,Saturday
UberX,29.6,5.72,35.32,2024-05-11,2024,May,Saturday
UberX,8.85,1.9,10.75,2024-05-11,2024,May,Saturday
UberX,22.01,4.35,26.36,2024-05-10,2024,May,Friday
UberX Share,34.77,6.09,40.86,2024-05-11,2024,May,Saturday
UberX,11.98,2.47,14.45,2024-05-22,2024,May,Wednesday
Comfort,26.77,6.52,33.29,2024-05-29,2024,May,Wednesday
UberX,11.28,2.34,13.62,2024-05-22,2024,May,Wednesday
UberX,6.93,1.53,8.46,2024-05-27,2024,May,Monday
UberX,4.3,1.01,5.31,2024-05-27,2024,May,Monday
UberX,6.99,1.54,8.53,2024-05-27,2024,May,Monday
UberX Share,47.9,7.35,55.25,2024-05-27,2024,May,Monday
UberX,16.02,3.2,19.22,2024-05-27,2024,May,Monday
UberX,20.78,4.12,24.9,2024-05-27,2024,May,Monday
UberX,14.02,2.84,16.86,2024-05-27,2024,May,Monday
UberX,5.86,1.36,7.22,2024-05-27,2024,May,Monday
UberX,22.47,4.43,26.9,2024-05-27,2024,May,Monday
Comfort,8.46,2.23,10.69,2024-05-06,2024,May,Monday
Tips,3.0,0.0,3.0,2024-05-06,2024,May,Monday
UberX,8.2,1.78,9.98,2024-05-06,2024,May,Monday
UberX,6.56,1.44,8.0,2024-05-06,2024,May,Monday
Comfort,8.62,2.26,10.88,2024-05-06,2024,May,Monday
Tips,5.0,0.0,5.0,2024-05-06,2024,May,Monday
UberX,6.88,1.54,8.42,2024-05-07,2024,May,Tuesday
UberX,3.65,0.92,4.57,2024-05-07,2024,May,Tuesday
UberX Share,4.58,0.93,5.51,2024-05-07,2024,May,Tuesday
UberX,14.82,2.98,17.8,2024-05-07,2024,May,Tuesday
UberX,24.83,4.86,29.69,2024-05-07,2024,May,Tuesday
UberX,11.27,2.34,13.61,2024-05-07,2024,May,Tuesday
UberX Share,19.28,3.47,22.75,2024-05-07,2024,May,Tuesday
Tips,3.0,0.0,3.0,2024-05-07,2024,May,Tuesday
UberX,11.85,2.45,14.3,2024-05-07,2024,May,Tuesday
Tips,10.0,0.0,10.0,2024-05-07,2024,May,Tuesday
UberX,6.17,1.37,7.54,2024-05-07,2024,May,Tuesday
Comfort,5.04,1.58,6.62,2024-05-07,2024,May,Tuesday
UberX,13.46,2.74,16.2,2024-05-27,2024,May,Monday
Tips,3.0,0.0,3.0,2024-05-07,2024,May,Tuesday
UberX,30.63,5.91,36.54,2024-05-27,2024,May,Monday
UberX,4.8,1.1,5.9,2024-05-27,2024,May,Monday
Tips,5.0,0.0,5.0,2024-05-06,2024,May,Monday
Tips,3.22,0.0,3.22,2024-05-06,2024,May,Monday
UberX,16.37,3.26,19.63,2024-05-06,2024,May,Monday
UberX,12.44,2.55,14.99,2024-05-29,2024,May,Wednesday
UberX,11.44,2.37,13.81,2024-05-29,2024,May,Wednesday
UberX,6.73,1.52,8.25,2024-05-29,2024,May,Wednesday
UberX,8.54,1.84,10.38,2024-05-29,2024,May,Wednesday
UberX,5.56,1.3,6.86,2024-05-29,2024,May,Wednesday
UberX,5.11,1.18,6.29,2024-05-28,2024,May,Tuesday
Tips,5.83,0.0,5.83,2024-05-28,2024,May,Tuesday
UberX,18.68,3.68,22.36,2024-05-28,2024,May,Tuesday
Tips,5.61,0.0,5.61,2024-05-28,2024,May,Tuesday
Comfort,23.36,5.87,29.23,2024-05-28,2024,May,Tuesday
UberX,15.33,3.8,19.13,2024-05-28,2024,May,Tuesday
UberX,5.15,1.19,6.34,2024-05-28,2024,May,Tuesday
UberX,9.57,2.03,11.6,2024-05-28,2024,May,Tuesday
Tips,3.0,0.0,3.0,2024-05-28,2024,May,Tuesday
UberX,7.48,1.65,9.13,2024-05-28,2024,May,Tuesday
UberX,32.84,6.24,39.08,2024-05-28,2024,May,Tuesday
UberX,12.43,2.55,14.98,2024-05-28,2024,May,Tuesday
UberX,4.63,1.07,5.7,2024-05-28,2024,May,Tuesday
Tips,3.36,0.0,3.36,2024-05-28,2024,May,Tuesday
UberX,12.6,6.94,19.54,2024-05-28,2024,May,Tuesday
UberX,8.02,1.75,9.77,2024-05-28,2024,May,Tuesday
UberX,12.57,2.58,15.15,2024-05-28,2024,May,Tuesday
UberX,9.07,1.94,11.01,2024-05-28,2024,May,Tuesday
Tips,1.0,0.0,1.0,2024-05-27,2024,May,Monday
UberX,14.65,2.95,17.6,2024-05-27,2024,May,Monday
UberX,6.8,1.53,8.33,2024-05-06,2024,May,Monday
Tips,1.0,0.0,1.0,2024-05-07,2024,May,Tuesday
UberX,12.74,2.61,15.35,2024-05-08,2024,May,Wednesday
Comfort,13.35,3.89,17.24,2024-05-10,2024,May,Friday
UberX,15.21,3.05,18.26,2024-05-10,2024,May,Friday
UberX,6.79,1.53,8.32,2024-05-10,2024,May,Friday
UberX Share,4.84,0.89,5.73,2024-05-10,2024,May,Friday
UberX,5.69,1.28,6.97,2024-05-10,2024,May,Friday
UberX,8.71,1.88,10.59,2024-05-10,2024,May,Friday
UberX,7.92,1.73,9.65,2024-05-10,2024,May,Friday
UberX,8.31,1.8,10.11,2024-05-10,2024,May,Friday
Tips,5.43,0.0,5.43,2024-05-10,2024,May,Friday
UberX,19.07,3.8,22.87,2024-05-10,2024,May,Friday
UberX,7.9,1.68,9.58,2024-05-10,2024,May,Friday
Tips,10.0,0.0,10.0,2024-05-10,2024,May,Friday
UberX,21.92,4.33,26.25,2024-05-10,2024,May,Friday
Comfort,7.17,1.99,9.16,2024-05-09,2024,May,Thursday
UberX,5.8,1.3,7.1,2024-05-09,2024,May,Thursday
UberX,3.69,0.92,4.61,2024-05-09,2024,May,Thursday
UberX,12.51,2.56,15.07,2024-05-09,2024,May,Thursday
UberX,12.36,2.54,14.9,2024-05-09,2024,May,Thursday
Tips,1.5,0.0,1.5,2024-05-09,2024,May,Thursday
UberX,6.46,1.47,7.93,2024-05-09,2024,May,Thursday
UberX,5.56,1.26,6.82,2024-05-09,2024,May,Thursday
UberX,6.31,1.44,7.75,2024-05-09,2024,May,Thursday
UberX,6.28,1.39,7.67,2024-05-09,2024,May,Thursday
Tips,3.0,0.0,3.0,2024-05-09,2024,May,Thursday
UberX,3.64,1.71,5.35,2024-05-09,2024,May,Thursday
UberX,20.64,4.83,25.47,2024-05-09,2024,May,Thursday
UberX,5.28,1.21,6.49,2024-05-22,2024,May,Wednesday
Tips,6.76,0.0,6.76,2024-05-10,2024,May,Friday
UberX,10.09,2.13,12.22,2024-05-08,2024,May,Wednesday
UberX,14.43,3.71,18.14,2024-05-10,2024,May,Friday
UberX,13.88,2.81,16.69,2024-05-10,2024,May,Friday
UberX,6.59,1.49,8.08,2024-05-08,2024,May,Wednesday
UberX,11.49,2.38,13.87,2024-05-08,2024,May,Wednesday
UberX,7.87,1.72,9.59,2024-05-08,2024,May,Wednesday
UberX,21.93,4.33,26.26,2024-05-08,2024,May,Wednesday
UberX,4.36,1.04,5.4,2024-05-08,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-08,2024,May,Wednesday
UberX,19.08,3.82,22.9,2024-05-08,2024,May,Wednesday
UberX,8.11,1.77,9.88,2024-05-08,2024,May,Wednesday
UberX,22.48,4.43,26.91,2024-05-08,2024,May,Wednesday
UberX Share,13.69,2.17,15.86,2024-05-08,2024,May,Wednesday
UberX,14.8,2.98,17.78,2024-05-08,2024,May,Wednesday
UberX Share,17.13,14.3,31.43,2024-05-08,2024,May,Wednesday
Comfort,12.64,3.0,15.64,2024-05-08,2024,May,Wednesday
UberX,4.54,1.08,5.62,2024-05-08,2024,May,Wednesday
UberX Share,15.86,3.4,19.26,2024-05-08,2024,May,Wednesday
UberX,9.45,2.01,11.46,2024-05-08,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-08,2024,May,Wednesday
Tips,5.77,0.0,5.77,2024-05-08,2024,May,Wednesday
UberX,10.08,2.12,12.2,2024-05-09,2024,May,Thursday
UberX,11.15,2.32,13.47,2024-05-09,2024,May,Thursday
UberX,16.22,3.24,19.46,2024-05-09,2024,May,Thursday
UberX,13.15,2.68,15.83,2024-05-09,2024,May,Thursday
UberX,18.63,3.67,22.3,2024-05-09,2024,May,Thursday
Tips,4.78,0.0,4.78,2024-05-09,2024,May,Thursday
UberX,6.89,1.5,8.39,2024-05-09,2024,May,Thursday
UberX,2.93,0.78,3.71,2024-05-09,2024,May,Thursday
Tips,4.0,0.0,4.0,2024-05-09,2024,May,Thursday
UberX,3.36,0.86,4.22,2024-05-10,2024,May,Friday
UberX,3.7,0.92,4.62,2024-05-06,2024,May,Monday
Tips,7.7,0.0,7.7,2024-05-27,2024,May,Monday
UberX,8.88,1.9,10.78,2024-05-06,2024,May,Monday
UberX,7.29,1.62,8.91,2024-05-24,2024,May,Friday
UberX Share,33.7,6.21,39.91,2024-05-24,2024,May,Friday
Tips,1.0,0.0,1.0,2024-05-24,2024,May,Friday
UberX,14.3,2.89,17.19,2024-05-13,2024,May,Monday
UberX,18.44,3.64,22.08,2024-05-13,2024,May,Monday
UberX,23.6,4.57,28.17,2024-05-13,2024,May,Monday
UberX,12.17,2.5,14.67,2024-05-13,2024,May,Monday
UberX,9.78,2.07,11.85,2024-05-13,2024,May,Monday
UberX,4.28,1.03,5.31,2024-05-13,2024,May,Monday
Tips,3.0,0.0,3.0,2024-05-13,2024,May,Monday
UberX,6.93,1.55,8.48,2024-05-14,2024,May,Tuesday
UberX,10.1,2.13,12.23,2024-05-14,2024,May,Tuesday
UberX,11.09,2.3,13.39,2024-05-14,2024,May,Tuesday
UberX,10.61,2.22,12.83,2024-05-14,2024,May,Tuesday
UberX,7.56,1.67,9.23,2024-05-14,2024,May,Tuesday
Tips,2.0,0.0,2.0,2024-05-14,2024,May,Tuesday
UberX,6.05,1.39,7.44,2024-05-14,2024,May,Tuesday
UberX,5.13,1.18,6.31,2024-05-14,2024,May,Tuesday
UberX,25.6,5.0,30.6,2024-05-14,2024,May,Tuesday
UberX,12.04,2.48,14.52,2024-05-14,2024,May,Tuesday
UberX,4.39,1.05,5.44,2024-05-14,2024,May,Tuesday
UberX,6.48,1.43,7.91,2024-05-14,2024,May,Tuesday
UberX,4.09,0.99,5.08,2024-05-14,2024,May,Tuesday
UberX,5.09,1.18,6.27,2024-05-14,2024,May,Tuesday
Comfort,14.85,3.45,18.3,2024-05-14,2024,May,Tuesday
UberX Share,33.59,7.28,40.87,2024-05-14,2024,May,Tuesday
UberX Share,23.6,4.13,27.73,2024-05-15,2024,May,Wednesday
UberX,9.76,2.06,11.82,2024-05-22,2024,May,Wednesday
Tips,3.0,0.0,3.0,2024-05-22,2024,May,Wednesday
UberX,5.99,1.38,7.37,2024-05-23,2024,May,Thursday
UberX,6.54,1.48,8.02,2024-05-23,2024,May,Thursday
Tips,1.0,0.0,1.0,2024-05-24,2024,May,Friday
UberX,6.66,1.5,8.16,2024-05-24,2024,May,Friday
UberX,5.93,1.33,7.26,2024-05-24,2024,May,Friday
UberX,5.15,1.19,6.34,2024-05-24,2024,May,Friday
UberX,5.83,1.31,7.14,2024-05-24,2024,May,Friday
UberX,8.76,1.88,10.64,2024-05-24,2024,May,Friday
UberX,4.95,1.15,6.1,2024-05-24,2024,May,Friday
UberX,17.63,3.49,21.12,2024-05-24,2024,May,Friday
UberX,14.6,2.94,17.54,2024-05-24,2024,May,Friday
UberX,3.48,0.88,4.36,2024-05-24,2024,May,Friday
UberX,11.06,2.3,13.36,2024-05-24,2024,May,Friday
UberX,12.47,2.56,15.03,2024-05-24,2024,May,Friday
UberX,47.28,8.93,56.21,2024-05-23,2024,May,Thursday
UberX,4.86,1.13,5.99,2024-05-15,2024,May,Wednesday
UberX Share,23.58,3.6,27.18,2024-05-23,2024,May,Thursday
Tips,1.0,0.0,1.0,2024-05-23,2024,May,Thursday
UberX,3.41,0.87,4.28,2024-05-23,2024,May,Thursday
UberX,5.27,1.21,6.48,2024-05-23,2024,May,Thursday
Tips,3.0,0.0,3.0,2024-05-23,2024,May,Thursday
UberX,8.63,1.86,10.49,2024-05-23,2024,May,Thursday
UberX,6.03,1.34,7.37,2024-05-23,2024,May,Thursday
Tips,3.0,0.0,3.0,2024-05-23,2024,May,Thursday
UberX,6.35,1.4,7.75,2024-05-23,2024,May,Thursday
UberX,5.95,1.33,7.28,2024-05-23,2024,May,Thursday
UberX,7.82,1.71,9.53,2024-05-06,2024,May,Monday
UberX,4.68,1.1,5.78,2024-05-23,2024,May,Thursday
UberX,28.22,5.47,33.69,2024-05-23,2024,May,Thursday
UberX Share,8.1,1.38,9.48,2024-05-23,2024,May,Thursday
UberX,5.88,1.32,7.2,2024-05-23,2024,May,Thursday
UberX,11.78,2.43,14.21,2024-05-15,2024,May,Wednesday
UberX Share,5.3,1.01,6.31,2024-05-14,2024,May,Tuesday
UberX Share,3.79,0.74,4.53,2024-05-15,2024,May,Wednesday
Comfort,5.04,1.58,6.62,2024-05-17,2024,May,Friday
Tips,1.0,0.0,1.0,2024-05-17,2024,May,Friday
UberX,5.84,1.31,7.15,2024-05-17,2024,May,Friday
UberX,22.69,4.41,27.1,2024-05-17,2024,May,Friday
Tips,5.74,0.0,5.74,2024-05-17,2024,May,Friday
UberX,41.37,22.03,63.4,2024-05-17,2024,May,Friday
UberX,20.36,4.77,25.13,2024-05-15,2024,May,Wednesday
UberX,9.57,2.03,11.6,2024-05-17,2024,May,Friday
Tips,5.0,0.0,5.0,2024-05-17,2024,May,Friday
UberX,16.39,3.27,19.66,2024-05-17,2024,May,Friday
Tips,15.0,0.0,15.0,2024-05-17,2024,May,Friday
UberX,7.48,1.65,9.13,2024-05-17,2024,May,Friday
UberX,5.94,1.33,7.27,2024-05-17,2024,May,Friday
UberX,29.67,6.46,36.13,2024-05-18,2024,May,Saturday
UberX,25.75,5.02,30.77,2024-05-18,2024,May,Saturday
Tips,5.0,0.0,5.0,2024-05-18,2024,May,Saturday
UberX Share,4.51,0.89,5.4,2024-05-18,2024,May,Saturday
UberX,12.2,2.51,14.71,2024-05-18,2024,May,Saturday
UberX,8.72,1.88,10.6,2024-05-18,2024,May,Saturday
UberX,4.89,1.14,6.03,2024-05-18,2024,May,Saturday
UberX,6.37,1.45,7.82,2024-05-18,2024,May,Saturday
Comfort,5.14,1.6,6.74,2024-05-18,2024,May,Saturday
Tips,5.0,0.0,5.0,2024-05-18,2024,May,Saturday
UberX,4.25,1.02,5.27,2024-05-18,2024,May,Saturday
UberX,4.64,1.09,5.73,2024-05-18,2024,May,Saturday
UberX,4.59,1.08,5.67,2024-05-18,2024,May,Saturday
UberX Share,5.25,0.95,6.2,2024-05-18,2024,May,Saturday
Tips,1.0,0.0,1.0,2024-05-18,2024,May,Saturday
Tips,3.0,0.0,3.0,2024-05-19,2024,May,Sunday
UberX,7.34,1.63,8.97,2024-05-17,2024,May,Friday
UberX,8.88,1.9,10.78,2024-05-17,2024,May,Friday
Tips,10.52,0.0,10.52,2024-05-17,2024,May,Friday
UberX,8.76,1.88,10.64,2024-05-17,2024,May,Friday
UberX,11.17,2.32,13.49,2024-05-15,2024,May,Wednesday
Tips,10.0,0.0,10.0,2024-05-15,2024,May,Wednesday
UberX,3.8,0.94,4.74,2024-05-15,2024,May,Wednesday
Comfort,11.87,2.88,14.75,2024-05-15,2024,May,Wednesday
UberX,7.67,1.69,9.36,2024-05-15,2024,May,Wednesday
UberX,9.05,1.94,10.99,2024-05-15,2024,May,Wednesday
Tips,1.0,0.0,1.0,2024-05-15,2024,May,Wednesday
UberX,6.19,1.42,7.61,2024-05-15,2024,May,Wednesday
UberX,4.19,1.01,5.2,2024-05-15,2024,May,Wednesday
UberX,9.69,2.05,11.74,2024-05-15,2024,May,Wednesday
UberX,7.79,1.71,9.5,2024-05-15,2024,May,Wednesday
UberX,16.98,3.37,20.35,2024-05-15,2024,May,Wednesday
UberX,10.62,2.22,12.84,2024-05-16,2024,May,Thursday
UberX,6.85,1.54,8.39,2024-05-16,2024,May,Thursday
UberX,17.16,2.83,19.99,2024-05-15,2024,May,Wednesday
UberX Share,31.83,6.35,38.18,2024-05-16,2024,May,Thursday
UberX,6.99,1.56,8.55,2024-05-17,2024,May,Friday
UberX,5.53,1.3,6.83,2024-05-17,2024,May,Friday
UberX,7.32,1.62,8.94,2024-05-17,2024,May,Friday
UberX Share,5.51,0.98,6.49,2024-05-17,2024,May,Friday
UberX,3.87,0.95,4.82,2024-05-16,2024,May,Thursday
UberX,3.69,0.92,4.61,2024-05-17,2024,May,Friday
Tips,3.0,0.0,3.0,2024-05-16,2024,May,Thursday
UberX,3.59,0.9,4.49,2024-05-16,2024,May,Thursday
UberX,8.12,1.77,9.89,2024-05-16,2024,May,Thursday
UberX,18.7,3.69,22.39,2024-06-13,2024,June,Thursday
UberX,4.46,1.06,5.52,2024-06-13,2024,June,Thursday
UberX,6.62,1.5,8.12,2024-06-15,2024,June,Saturday
Tips,3.54,0.0,3.54,2024-06-13,2024,June,Thursday
UberX,13.32,2.71,16.03,2024-06-13,2024,June,Thursday
UberX,7.02,1.57,8.59,2024-06-13,2024,June,Thursday
Tips,3.0,0.0,3.0,2024-06-13,2024,June,Thursday
UberX,6.98,1.56,8.54,2024-06-15,2024,June,Saturday
UberX,3.62,0.91,4.53,2024-06-15,2024,June,Saturday
UberX,5.76,1.3,7.06,2024-06-13,2024,June,Thursday
